id	user	icon	portrait	Italian	Japanese	Final Notes	pic	Filenames	Codes
				Per le famiglie & gli amici: vi amiamo & non vediamo l'ora di rivedervi. Come sono andate le cose dall'ultima volta che abbiamo parlato?	愛する家族と友達へ：愛してるよ！;また会える日を楽しみにしてる。;最後に会ってから、;何か変わったことあった？				
				Per tutti coloro che hanno supportato & incoraggiato questo progetto: grazie, grazie davvero per la vostra pazienza, curiosità & fiducia.	このプロジェクトを支え、;励ましてくれた人たちへ：;このタイトルに興味を持ち、根気強く信じて;待ってくれて、本当にありがとう！				
				* * * METODI DI PRODUZIONE * * *	* * * 開発プロセス * * *				
				Gli artwork in pixel sono stati creati interamente con Promotion di Cosmigo, mentre altri elementi visivi con Illustrator & Photoshop di Adobe.	ピクセルアートワークはすべて Cosmigo社の;Pro Motion で制作、その他のビジュアル要素は;Adobe Illustrator & Photoshop で;制作しました。				
				I suoni & le canzoni sono stati creati usando MTV Music Generator della  Codemasters per PSOne e/o Garageband & Logic Studio della Apple.	サウンド & 楽曲は Codemasters社の;MTV Music Generator（PS1）と ;Apple社の Garageband & Logic Studio で;制作しました。				
			Logos/FMOD	I suoni & le canzoni sono stati integrati nel progetto usando FMOD della Firelight Technologies.	サウンド & 楽曲のプロジェクト実装には; Firelight Technologies社の FMOD を;利用しました。				
			Logos/DolbyDigital	Dolby ed il simbolo della doppia D sono marchi registrati di Dolby Laboratories.	Dolby and the double-D symbol are;~trademarks of Dolby Laboratories.				
			Logos/DolbyDigital	Soluzioni audio PC contenenti Dolby® Digital Live richieste per Dolby Digital audio.	PC audio solution containing;~Dolby(R) Digital Live required for;~Dolby Digital audio.				
			Logos/DigitalSurround	DTS® e DTS Digital Surround® sono marchi registrati di DTS, Inc.	DTS(R) and DTS Digital Surround(R) are;~registered trademarks of DTS, Inc.				
				Il codice è stato programmato in C++ & gli script Lua con tolua++. Le mappe & gli elementi del mondo sono stati creati con software proprietario di Capy.	プログラミング言語は; C++ と Lua スクリプト（tolua++）。;マップ & ステージ内の各エレメントは; Capy社の独自ツールで制作しました。				
				Il calcolo delle fasi lunari & gli algoritmi astronomici sono una cortesia di voidware.com/moon_phase.htm	月齢計算アルゴリズムはご厚意により;voidware.com/moon_phase.htm  ;を利用させてもらいました。				
				Le API usate nello sviluppo di S:S&S EP includono twitcurl, tinyxml, libpng/zlib, SDL, cmake, e minizip	スキムスでは; twitter-xauth、tinyxml、libpng/zlib ;の API を使用しました。				
				Una build del gioco assurdamente prematura fu presentata all'Independent Games Festival il primo novembre del 2009.	２００９年９月１日の; Independent Games Festival  ;に超超初期段階ビルドを提出する。				
				S:S&S EP fu annunciato il primo dicembre del 2009.	２００９年１２月１日、スキムス公式発表。				
				All'inizio del 2010 fu annunciato che il progetto aveva vinto il premio "Achievment in Art" di IGF Mobile, ed è stato super splendido.	２０１０年初め、プロジェクトが IGF Mobile  の; 「アートにおける達成」賞を受賞。;ガチで光栄の至り。				
				La prima dimostrazione pubblica live di S:S&S EP  si è tenuta a Toronto, in un social event della Hand Eye Society il 14 febbraio del 2010.	２０１０年２月１４日、トロントで開催された; Hand Eye Society のソーシャルイベントにて、;初となるビルドの公開ライブデモを実施。				
				La prima build giocabile di S:S&S EP fu presentata a San Francisco ai partecipanti & agli amici del GDC 2010 dal 9 al 13 marzo 2010.	２０１０年３月９～１３日まで;サンフランシスコで開催された; GDC 2010 で初のプレイアブル出展。				
				Il primo filmato non montato di gameplay della build del GDC apparve online simultaneamente su vari siti & fece un po' colpo.	GDC に出展したビルドの;無編集ゲームプレイ動画を;オンラインで同時公開。;チョットだけ話題になる。				
				Meno Parole, più Rock: Il Linguaggio Nativo dei Videogame  fu pubblicato online presso Boing Boing nel marzo del 2010 & lo potete cercare su google.	２０１０年３月、「Less Talk, More Rock:;The Native Language of Videogames;（言葉少なくロック多めで：ゲームの母国語）」;が Boing Boing にて公開される。ググってみて！				
				Il sipario calò sul progetto per alcuni mesi mentre mentre noi, sapete, stavamo di fatto facendo il gioco. Click click click click.	その後プロジェクトは数ヶ月ほど;「潜り」ます。;この期間に、僕らはゲームをカチカチ;作っていったわけです。				
				'L'Intossicazione della Mitologia' fu presentato il 22 settembre del 2010 da un rappresentante di Superbrothers al Fantastic Arcade di Austin.	２０１０年９月２２日、オースティンの; Fantastic Arcade にて Craig D. Adams が講演;「The Intoxication of Mythology （神話中毒）」;を語った。				
				'Puntare all'Alchimia Audiovisiva' fu presentato da Jim Guthrie, Kris Piotrowski & da un rappresentante di Superbrothers al Gamercamp di Toronto.	トロントの Gamercamp にて;Jim Guthrie、Kris Piotrowski、;Craig D. Adams がオーディオと;ビジュアルの融合に関する基調講演を担当。				
				Effettivamente ci volle un po' di più per finire il tutto.	でも完成まではまだまだ。				
				Un nuovo filmato intitolato 'Procedura di Calibrazione del Pubblico' fu postato giovedì 24 febbraio 2011 per smuovere le acque in vista del lancio.	２０１１年２月２４日、発売前に;新動画「Audience Calibration Procedure;（視聴者調整プロセス）」を公開。				
				S:S&S EP divenne infine disponibile per iPad intono all'equinozio invernale del 2011, poco prima della fine del mondo.	２０１１年の春分の日直前、;iPad 版スキムスがついに発売。				
				Mettemmo in piedi il MIDSUMMER ROCKSHOWCASE a Toronto presso il TIFF Lightbox, con materiale su S&S di Jim Guthrie - è stato stupendo!	トロントにある TIFF Lightbox で;~開催された MIDSUMMER ROCKSHOWCASE では;~スキタイのムスメの楽曲を Jim Guthrie が;~ライブ披露。最高だったよ!				
				S:S&S EP fu infine lanciato per iPhone & iPod Touch, ed il giubilo fu grandissimo.	ついに iPhone & iPod Touch 版スキムスも;発売に。再びお祭り騒ぎ起こる。				
				Nei mesi che seguirono il lancio alcuni di noi si sposarono & alcuni ruppero & tutti quanti andammo avanti con le nostre vite.	発売後数ヶ月、何人かは結婚し、;~また他の者は別れたり…;~とにかく色々動きがありました				
				A Jim Guthrie fu chiesto di creare la colonna sonora del film documentario Indie Game: The Movie aka @indiegamemovie.	Jim Guthrie はドキュメンタリー映画;~「Indie Game: The Movie」(@indiegamemovie);~のサウンドトラック制作依頼を受けました。				
				Capy è già alle prese con la creazione del prossimo lotto di videogame, che include l'allucinante SUPER T.I.M.E. FORCE.	Capy ではすでに精神作用ばっちりの;~「SUPER T.I.M.E. FORCE」など;~新しいビデオゲームの制作にどっぷり。				
				Lo staff di Superbrothers Inc si sta prendendo un po' di tempo per sognare nuovi sogni, fai un salto sul TELETEX per tenerti in contatto.	Superbrothers Inc の面々は、腰を据えて;~「新たな夢を探す夢」を見ている真っ最中。;~たまには TELETEX で連絡ちょうだいね。				
				S:S&S EP è stato scelto tra i  "10 Migliori Videogame del 2011" di Time Magazine assieme ad opere AAA come Dark Souls & Skyrim - wow!	スキムスは Time マガジンの;~「2011 年のゲームトップ10」ランキングにおいて、;~ダークソウルや Skyrim といった;~AAA ゲームと並んでランクイン…え、マジで?				
				La colonna sonora di Jim Guthrie è stata premiata come "Miglior Musica di un Videogioco del 2011" da  Kirk Hamilton aka @kirkhamilton di Kotaku.	Jim Guthrie の楽曲も、;~Kotaku の Kirk Hamilton 氏が;~「2011 年ベストゲーム音楽」として挙げられました。				
				Secondo Co.Design & Syzygy, la tempesta di twitt su S:S&S EP #sworcery è stata "uno dei più grandi eventi di internet del 2011".	Co.Design & Syzygy によれば、スキムス;~(本作英語版) 発売直後の #sworcery ハッシュタグ;~つきツイートの嵐は「2011 年の最大級;~インターネットイベント」と評されているとか。				
				S:S&S EP ha vinto il Game Developer's Choice Award al GDC 2012, battendo opere AAA... il che è stato dannatamente stupendo.	スキムスはさらに、GDC 2012 で並み居る;~AAA タイトルをさしおいて Game Developer's;~Choice Award を受賞。信じらんない。最高。				
				Jim Guthrie ha pubblicato un nuovo disco intitolato "The Children of the Clone" contente alcuni capolavori perduti in chiave di S:S&S EP.	Jim Guthrie が新レコード;~「The Children of the Clone」をリリース。;~スキムスの雰囲気漂う名曲揃い。				
				Dopo di questo la storia diventa un po' confusa, quindi sintonizzatevi su swordandsworcery.com per saperne di più.	これ以降の動きは色々はっきりしていない;ので、最新情報は swordandsworcery.com を;チェックしてね！（英語のみ）				
				È stata una cavalcata dannatamente positiva, speriamo che possiate continuare a godervela.	ここまでは、最高に刺激的でポジティブな;~ジェットコースターみたいだった。;~僕らのゲーム、;~これからも好いてもらえるといいな。				
				Assicuratevi di fare un salto sul TELETEX BULLETIN su superbrothers.ca per avere le ultime notizie dallo staff di Superbrothers inc.	そうそう、Superbrothers inc の;~今後をチェックするなら superbrothers.caにある;~「THE TELETEX BULLETIN」もお見逃しなく。				
				* * * TWITTA QUESTI? * * *	* * * ツイート、しちゃう？ * * *				
				S:S&S EP è inteso come un esperimento coraggioso nel Cinema Input Output, qualunque cosa significhi.	スキムスは、;インプット・アウトプット・シネマ;という斬新な実験的試みです、;それが何かよく分からないけど。				
				S:S&S EP è un nuovo approccio ai videogiochi d'avventura della vecchia scuola, con un'enfasi sullo stile audiovisivo.	スキムスは;かつての名作アドベンチャーゲームに;特徴的なオーディオビジュアル要素を加えた;新しいアプローチを取っています。				
				S:S&S EP è ispirato ai lavori dei creatori di videogame pioneristici come Shigeru Miyamoto, Jordan Mechner, Eric Chahi & Fumito Ueda.	スキムスの制作にあたり、ビデオゲーム界の;先駆者である宮本茂氏、Jordan Mechner氏、;Eric Chahi氏、上田文人氏からは;特に多大なインスピレーションを受けました。				
				S:S&S EP è un febbrile sogno famicom.	スキムスは、;私たちの思いのたけをぶつけた;ファミコン・ドリームです。		38	082.jpg	28B24
				S:S&S EP è stato costruito tenendo a mente la psicocosmologia mitopoietica delle storie di spada e stregoneria di Robert E. Howard.	スキムスは、Robert E. Howard氏著;「Sword & Sorcery(剣と魔法の物語)」の;物語に秘められた伝承詩的精神宇宙性も;意識して製作されています。				
				S:S&S EP è un collegamento al passato.	スキムスとは、過去へのリンクです。		167	083.jpg	18E3V
				S:S&S EP è un'opera prima & sì, è un po' sperimentale.	スキムスは;初作品で、確かに実験的な色合いが強いです。				
				L'ideale estetico di S:S&S EP è "l'archetipica avventura videogame".	スキムスでは;美術コンセプトを「アーキタイプ-元型-的;ビデオゲームアドベンチャー」;としています。				
				S:S&S EP fa continuamente riferimenti indiretti a Carl G. Jung & al suo affascinante "Libro Rosso".	スキムスの世界を見渡すと、;Carl G. Jungと彼の残した;名著「赤の書」を参照した内容が;そこら中で見つかります。				
				S:S&S EP è una cosina elegante che non comprendo del tutto, ma che credo tutti dovrebbero giocare sui loro macchinari toccatronici o PC.	スキムスは、よく理解できないけど、;~とにかく小粋でこぢんまりとした作品。;~指でいじくり倒して操作する例の板っぽい機械とか;~PC を持っている人は全員プレイすべき。				
				S: S&S EP è un grezzo haiku videoludico sulla vita, sull'amore & sulla morte.	スキムスとは、荒削りながらも;ビデオゲームの形をした俳句。;語られるのは人生、命、そして死。				
				S:S&S EP è un piatto prelibato di miti & sogni.	スキムス ＝ 神話と夢のイイトコどり。				
				S:S&S EP è stato creato in vista di un pubblico vasto & colto.	スキムスは、基本的にどんな人でも;楽しめるようになっていると思う。				
				S:S&S EP all'inizio si sarebbe dovuto chiamare 'Poopsock'. A dir la verità questo è vero.	スキムスは当初「Poopsock;（日本でいうペットボトラー）」;という名前になる予定だった。ホントに。				
				* * * è FINITA * * *	* * * おしまい * * *				
				E ora che succede con tutto questo? E quella folle trasmissione di che parlava? Cosa ci serberà il futuro?	さてこの後には何が待ち受けるのか…？;通信がなんちゃらって何だったんだろう…？;未来はどうなってしまうのか！？				
				Se volete ordinare stampe, abbigliamento, dischi & videogiochi o quant'altro allora cercateci su internet!	さて、僕らは色々と積極的に活動してます。;気になった方は;インターネットで検索よろしく！				
				Se ti sta piacendo lo stile di divertimento audiovisivo offerto da S:S&S EP allora per favore passa parola!	あ、それとスキムスの;オーディオビジュアルスタイルを;気に入ってくれたアナタ、;お友達に紹介よろしく！				
				Ora saremo amici cosmici per sempre, ok?	さて、これで僕らは;永遠にコズミックフレンドだ、いいね？		87	084.jpg	L8A48
